row,section_title,section,block,instance,module,block_kind,port,direction,width,clock_domain,reset_domain,connection_class,source_signal,connects_to,pad_or_macro,voltage_domain,top_wrapper_action,notes,source_file
147,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,output_fifo_almost_full_i,input,1,clk_sys,rst_sys_n,status,output_fifo_almost_full,matrix_top_csr.u_matrix_top_csr.output_fifo_almost_full_i,internal,1V8,connect_direct,FIFO almost full status,TOP/rtl/spadmic_matrix_top_csr.sv
148,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,output_fifo_overflow_i,input,1,clk_sys,rst_sys_n,status,output_fifo_overflow,matrix_top_csr.u_matrix_top_csr.output_fifo_overflow_i,internal,1V8,connect_direct,FIFO overflow status,TOP/rtl/spadmic_matrix_top_csr.sv
149,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,bundle_missing_source_i,input,1,clk_sys,rst_sys_n,status,bundle_missing_source_error,matrix_top_csr.u_matrix_top_csr.bundle_missing_source_i,internal,1V8,connect_direct,Bundle TX missing source error,TOP/rtl/spadmic_matrix_top_csr.sv
150,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,position_packet_drop_i,input,1,clk_sys,rst_sys_n,status,pos_packet_drop,matrix_top_csr.u_matrix_top_csr.position_packet_drop_i,internal,1V8,connect_direct,Position packet drop status,TOP/rtl/spadmic_matrix_top_csr.sv
151,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,pll_lock_i,input,1,clk_sys,rst_sys_n,status,pll_lock_i,matrix_top_csr.u_matrix_top_csr.pll_lock_i,PLL,1V8,route_from_macro,PLL lock status,TOP/rtl/spadmic_matrix_top_csr.sv
152,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,global_enable_o,output,1,clk_sys,rst_sys_n,csr_control,global_enable,event_coordinator_and_tdc.fanout.global_enable_i,internal,1V8,connect_direct,Global enable fanout,TOP/rtl/spadmic_matrix_top_csr.sv
153,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,requested_mode_o,output,spadmic_operating_mode_e,clk_sys,rst_sys_n,status,requested_mode,top_status.unused_phase2_inputs.requested_mode,internal,1V8,connect_direct,Requested mode consumed only for status glue in active top,TOP/rtl/spadmic_matrix_top_csr.sv
154,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,active_mode_o,output,spadmic_operating_mode_e,clk_sys,rst_sys_n,csr_control,active_mode,event_coordinator.fanout.active_mode_i,internal,1V8,connect_direct,Active operating mode,TOP/rtl/spadmic_matrix_top_csr.sv
155,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,requested_axis_mask_o,output,3,clk_sys,rst_sys_n,status,requested_axis_mask,top_status.unused_phase2_inputs.requested_axis_mask,internal,1V8,connect_direct,Requested axis mask consumed only for status glue in active top,TOP/rtl/spadmic_matrix_top_csr.sv
156,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,active_axis_mask_o,output,3,clk_sys,rst_sys_n,csr_control,active_axis_mask,event_coordinator_and_tdc.fanout.active_axis_mask_i,internal,1V8,connect_direct,Active axis enable mask R Y B map to bits 0 1 2,TOP/rtl/spadmic_matrix_top_csr.sv
157,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,auto_reset_enable_o,output,1,clk_sys,rst_sys_n,csr_control,auto_reset_enable,event_coordinator_and_reset.fanout.auto_reset_enable_i,internal,1V8,connect_direct,Enables matrix reset controller,TOP/rtl/spadmic_matrix_top_csr.sv
158,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,settle_cycles_o,output,16,clk_sys,rst_sys_n,csr_control,settle_cycles,snapshot_frontend.u_snapshot.settle_cycles_i,internal,1V8,connect_direct,Snapshot settle cycles,TOP/rtl/spadmic_matrix_top_csr.sv
159,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,watchdog_cycles_o,output,16,clk_sys,rst_sys_n,csr_control,watchdog_cycles,snapshot_frontend.u_snapshot.watchdog_cycles_i,internal,1V8,connect_direct,Snapshot watchdog cycles,TOP/rtl/spadmic_matrix_top_csr.sv
160,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,reset_width_o,output,16,clk_sys,rst_sys_n,csr_control,reset_width,matrix_reset_ctrl.u_matrix_reset.reset_width_i,internal,1V8,connect_direct,Matrix reset pulse width,TOP/rtl/spadmic_matrix_top_csr.sv
161,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,snapshot_clear_o,output,1,clk_sys,rst_sys_n,csr_control,snapshot_clear_csr,snapshot_frontend.u_snapshot.clear_i,internal,1V8,connect_direct,CSR snapshot clear ORed with reset_done,TOP/rtl/spadmic_matrix_top_csr.sv
162,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,tdc_max_hits_o,output,MAX_HITS_W,clk_sys,rst_sys_n,csr_control,shared_tdc_max_hits,tdc_axis_wrappers.u_tdc_r/u_tdc_y/u_tdc_b.max_hits_i,internal,1V8,connect_direct,Shared MPTDC max hits,TOP/rtl/spadmic_matrix_top_csr.sv
163,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,tdc_ro_slow_code_o,output,8,clk_sys,rst_sys_n,csr_control,shared_tdc_ro_slow_code,tdc_axis_wrappers.u_tdc_r/u_tdc_y/u_tdc_b.ro_slow_code_i,internal,1V8,connect_direct,Shared MPTDC slow RO code,TOP/rtl/spadmic_matrix_top_csr.sv
164,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,tdc_ro_fast_code_o,output,8,clk_sys,rst_sys_n,csr_control,shared_tdc_ro_fast_code,tdc_axis_wrappers.u_tdc_r/u_tdc_y/u_tdc_b.ro_fast_code_i,internal,1V8,connect_direct,Shared MPTDC fast RO code,TOP/rtl/spadmic_matrix_top_csr.sv
165,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,tdc_soft_reset_o,output,1,clk_sys,rst_sys_n,csr_control,shared_tdc_soft_reset,tdc_axis_wrappers.u_tdc_r/u_tdc_y/u_tdc_b.soft_reset_i,internal,1V8,connect_direct,Shared MPTDC soft reset,TOP/rtl/spadmic_matrix_top_csr.sv
166,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,tdc_fifo_clr_o,output,1,clk_sys,rst_sys_n,csr_control,shared_tdc_fifo_clr,tdc_axis_wrappers.u_tdc_r/u_tdc_y/u_tdc_b.fifo_clr_i,internal,1V8,connect_direct,Shared MPTDC FIFO clear,TOP/rtl/spadmic_matrix_top_csr.sv
167,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,calib_axis_mask_o,output,3,clk_sys,rst_sys_n,csr_control,calib_axis_mask,top_status.unused_phase2_inputs.calib_axis_mask,internal,1V8,connect_direct,Calibration axis mask status glue currently consumes it,TOP/rtl/spadmic_matrix_top_csr.sv
168,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,position_mode_o,output,spadmic_pos_mode_e,clk_sys,rst_sys_n,csr_control,position_mode,position_snapshot.u_pos_packetizer.mode_i,internal,1V8,connect_direct,Position packet mode,TOP/rtl/spadmic_matrix_top_csr.sv
169,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,pll_fint_sel_o,output,8,clk_sys,rst_sys_n,csr_control,pll_fint_sel_o,PLL.u_pll.SelA_to_SelH_Fint,PLL,1V8,route_to_macro,PLL CSR outputs,TOP/rtl/spadmic_matrix_top_csr.sv
170,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,pll_ro_sw_o,output,5,clk_sys,rst_sys_n,csr_control,pll_ro_sw_o,PLL.u_pll.Sw0_to_Sw4_RO,PLL,1V8,route_to_macro,Canonical PLL RO switch output name,TOP/rtl/spadmic_matrix_top_csr.sv
171,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,pll_sel_pulse_pfd_o,output,1,clk_sys,rst_sys_n,csr_control,pll_sel_pulse_pfd_o,PLL.u_pll.sel_pulsePFD,PLL,1V8,route_to_macro,PLL CSR output,TOP/rtl/spadmic_matrix_top_csr.sv
172,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,pll_enable_div_o,output,1,clk_sys,rst_sys_n,csr_control,pll_enable_div_o,PLL.u_pll.Enable_Div,PLL,1V8,route_to_macro,PLL CSR output,TOP/rtl/spadmic_matrix_top_csr.sv
173,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,pll_sel_40m_o,output,1,clk_sys,rst_sys_n,csr_control,pll_sel_40m_o,PLL.u_pll.Sel_40M,PLL,1V8,route_to_macro,PLL CSR output,TOP/rtl/spadmic_matrix_top_csr.sv
174,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,clk_160m_ext_select_o,output,1,clk_sys,rst_sys_n,csr_control,clk_160m_ext_select_o,clock_wrapper.u_clock_wrapper.select_ext_160m_i,clock_wrapper,1V8,add_mux_divider,Clock source select to wrapper,TOP/rtl/spadmic_matrix_top_csr.sv
175,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,matrix_cfg_cmd_start_o,output,1,clk_sys,rst_sys_n,csr_control,matrix_cfg_cmd_start,matrix_cfg_ctrl.u_matrix_cfg.cmd_start_i,internal,1V8,connect_direct,Matrix config command start,TOP/rtl/spadmic_matrix_top_csr.sv
176,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,matrix_cfg_cmd_op_o,output,3,clk_sys,rst_sys_n,csr_control,matrix_cfg_cmd_op,matrix_cfg_ctrl.u_matrix_cfg.cmd_op_i,internal,1V8,connect_direct,Matrix config operation,TOP/rtl/spadmic_matrix_top_csr.sv
177,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,matrix_cfg_col_idx_o,output,6,clk_sys,rst_sys_n,csr_control,matrix_cfg_col_idx,matrix_cfg_ctrl.u_matrix_cfg.col_idx_i,internal,1V8,connect_direct,Matrix config column index,TOP/rtl/spadmic_matrix_top_csr.sv
178,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,matrix_cfg_wdata_o,output,64,clk_sys,rst_sys_n,csr_control,matrix_cfg_wdata,matrix_cfg_ctrl.u_matrix_cfg.wdata_i,internal,1V8,connect_direct,Matrix config write data,TOP/rtl/spadmic_matrix_top_csr.sv
179,04 - Genus Handoff Blocks,handoff_block,matrix_top_csr,u_matrix_top_csr,spadmic_matrix_top_csr,handoff,cfg_accept_o,output,1,clk_sys,rst_sys_n,status,cfg_accept,top_status.unused_phase2_inputs.cfg_accept_o,internal,1V8,connect_direct,Command accept consumed by status glue in active top,TOP/rtl/spadmic_matrix_top_csr.sv
180,04 - Genus Handoff Blocks,handoff_block,or64_tree,u_or_r,spadmic_matrix_or_tree,handoff,lines_i,input,64,async,rst_sys_n,macro_to_core,R_i,or64_tree.u_or_r.lines_i,matrice3,MIXED_SIGNAL,connect_direct,R axis matrix event bus,TOP/rtl/spadmic_matrix_or_tree.sv
181,04 - Genus Handoff Blocks,handoff_block,or64_tree,u_or_r,spadmic_matrix_or_tree,handoff,event_o,output,1,combinational,rst_sys_n,subblock_to_subblock,r_matrix_event,top_glue.matrix_activity.axis_event,internal,1V8,connect_direct,R event detect,TOP/rtl/spadmic_matrix_or_tree.sv
182,04 - Genus Handoff Blocks,handoff_block,or64_tree,u_or_y,spadmic_matrix_or_tree,handoff,lines_i,input,64,async,rst_sys_n,macro_to_core,Y_i,or64_tree.u_or_y.lines_i,matrice3,MIXED_SIGNAL,connect_direct,Y axis matrix event bus,TOP/rtl/spadmic_matrix_or_tree.sv
183,04 - Genus Handoff Blocks,handoff_block,or64_tree,u_or_y,spadmic_matrix_or_tree,handoff,event_o,output,1,combinational,rst_sys_n,subblock_to_subblock,y_matrix_event,top_glue.matrix_activity.axis_event,internal,1V8,connect_direct,Y event detect,TOP/rtl/spadmic_matrix_or_tree.sv
184,04 - Genus Handoff Blocks,handoff_block,or64_tree,u_or_b,spadmic_matrix_or_tree,handoff,lines_i,input,64,async,rst_sys_n,macro_to_core,B_i,or64_tree.u_or_b.lines_i,matrice3,MIXED_SIGNAL,connect_direct,B axis matrix event bus,TOP/rtl/spadmic_matrix_or_tree.sv
185,04 - Genus Handoff Blocks,handoff_block,or64_tree,u_or_b,spadmic_matrix_or_tree,handoff,event_o,output,1,combinational,rst_sys_n,subblock_to_subblock,b_matrix_event,top_glue.matrix_activity.axis_event,internal,1V8,connect_direct,B event detect,TOP/rtl/spadmic_matrix_or_tree.sv
186,05 - Glue RTL Detail,glue_block,snapshot_frontend,u_snapshot,spadmic_matrix_snapshot_frontend,glue_rtl,clk_sys,input,1,clk_sys,rst_sys_n,clock,clk_sys,snapshot_frontend.u_snapshot.clk_sys,clock_wrapper,1V8,instantiate,Required glue not separate handoff folder,TOP/rtl/spadmic_matrix_snapshot_frontend.sv
187,05 - Glue RTL Detail,glue_block,snapshot_frontend,u_snapshot,spadmic_matrix_snapshot_frontend,glue_rtl,rst_n,input,1,clk_sys,rst_sys_n,reset,rst_sys_n,snapshot_frontend.u_snapshot.rst_n,internal,1V8,instantiate,Required glue not separate handoff folder,TOP/rtl/spadmic_matrix_snapshot_frontend.sv
188,05 - Glue RTL Detail,glue_block,snapshot_frontend,u_snapshot,spadmic_matrix_snapshot_frontend,glue_rtl,enable_i,input,1,clk_sys,rst_sys_n,subblock_to_subblock,matrix_event_allowed,snapshot_frontend.u_snapshot.enable_i,internal,1V8,connect_direct,Global enable and mode and cfg busy gate,TOP/rtl/spadmic_top_matrix_v1.sv
189,05 - Glue RTL Detail,glue_block,snapshot_frontend,u_snapshot,spadmic_matrix_snapshot_frontend,glue_rtl,clear_i,input,1,clk_sys,rst_sys_n,subblock_to_subblock,reset_or_csr_snapshot_clear,snapshot_frontend.u_snapshot.clear_i,internal,1V8,connect_direct,OR of reset_done and CSR snapshot clear,TOP/rtl/spadmic_top_matrix_v1.sv
190,05 - Glue RTL Detail,glue_block,snapshot_frontend,u_snapshot,spadmic_matrix_snapshot_frontend,glue_rtl,required_direction_mask_i,input,3,clk_sys,rst_sys_n,subblock_to_subblock,snapshot_required_direction_mask,snapshot_frontend.u_snapshot.required_direction_mask_i,internal,1V8,connect_direct,Depends on active mode and axis mask,TOP/rtl/spadmic_top_matrix_v1.sv
191,05 - Glue RTL Detail,glue_block,snapshot_frontend,u_snapshot,spadmic_matrix_snapshot_frontend,glue_rtl,R_i,input,64,async,rst_sys_n,macro_to_core,R_i,snapshot_frontend.u_snapshot.R_i,matrice3,MIXED_SIGNAL,connect_direct,Matrix R lines,TOP/rtl/spadmic_matrix_snapshot_frontend.sv
192,05 - Glue RTL Detail,glue_block,snapshot_frontend,u_snapshot,spadmic_matrix_snapshot_frontend,glue_rtl,Y_i,input,64,async,rst_sys_n,macro_to_core,Y_i,snapshot_frontend.u_snapshot.Y_i,matrice3,MIXED_SIGNAL,connect_direct,Matrix Y lines,TOP/rtl/spadmic_matrix_snapshot_frontend.sv
193,05 - Glue RTL Detail,glue_block,snapshot_frontend,u_snapshot,spadmic_matrix_snapshot_frontend,glue_rtl,B_i,input,64,async,rst_sys_n,macro_to_core,B_i,snapshot_frontend.u_snapshot.B_i,matrice3,MIXED_SIGNAL,connect_direct,Matrix B lines,TOP/rtl/spadmic_matrix_snapshot_frontend.sv
194,05 - Glue RTL Detail,glue_block,snapshot_frontend,u_snapshot,spadmic_matrix_snapshot_frontend,glue_rtl,settle_cycles_i,input,16,clk_sys,rst_sys_n,csr_control,settle_cycles,snapshot_frontend.u_snapshot.settle_cycles_i,internal,1V8,connect_direct,From CSR,TOP/rtl/spadmic_matrix_snapshot_frontend.sv
195,05 - Glue RTL Detail,glue_block,snapshot_frontend,u_snapshot,spadmic_matrix_snapshot_frontend,glue_rtl,watchdog_cycles_i,input,16,clk_sys,rst_sys_n,csr_control,watchdog_cycles,snapshot_frontend.u_snapshot.watchdog_cycles_i,internal,1V8,connect_direct,From CSR,TOP/rtl/spadmic_matrix_snapshot_frontend.sv
196,05 - Glue RTL Detail,glue_block,snapshot_frontend,u_snapshot,spadmic_matrix_snapshot_frontend,glue_rtl,snapshot_valid_o,output,1,clk_sys,rst_sys_n,status,snapshot_valid,event_coordinator.u_event_coordinator.snapshot_valid_i,internal,1V8,connect_direct,Also feeds CSR and packetizer,TOP/rtl/spadmic_matrix_snapshot_frontend.sv
197,05 - Glue RTL Detail,glue_block,snapshot_frontend,u_snapshot,spadmic_matrix_snapshot_frontend,glue_rtl,snapshot_R_o,output,64,clk_sys,rst_sys_n,status,snapshot_R,matrix_reset_and_position.fanout.snapshot_R_i,internal,1V8,connect_direct,Feeds reset ctrl position packetizer and CSR,TOP/rtl/spadmic_matrix_snapshot_frontend.sv
198,05 - Glue RTL Detail,glue_block,snapshot_frontend,u_snapshot,spadmic_matrix_snapshot_frontend,glue_rtl,snapshot_Y_o,output,64,clk_sys,rst_sys_n,status,snapshot_Y,matrix_reset_and_position.fanout.snapshot_Y_i,internal,1V8,connect_direct,Feeds reset ctrl position packetizer and CSR,TOP/rtl/spadmic_matrix_snapshot_frontend.sv
199,05 - Glue RTL Detail,glue_block,snapshot_frontend,u_snapshot,spadmic_matrix_snapshot_frontend,glue_rtl,snapshot_B_o,output,64,clk_sys,rst_sys_n,status,snapshot_B,matrix_reset_and_position.fanout.snapshot_B_i,internal,1V8,connect_direct,Feeds reset ctrl position packetizer and CSR,TOP/rtl/spadmic_matrix_snapshot_frontend.sv
200,05 - Glue RTL Detail,glue_block,snapshot_frontend,u_snapshot,spadmic_matrix_snapshot_frontend,glue_rtl,busy_o,output,1,clk_sys,rst_sys_n,status,snapshot_busy,top_status.fanout.snapshot_busy_i,internal,1V8,connect_direct,Feeds CSR event readiness and safe idle,TOP/rtl/spadmic_matrix_snapshot_frontend.sv
201,05 - Glue RTL Detail,glue_block,snapshot_frontend,u_snapshot,spadmic_matrix_snapshot_frontend,glue_rtl,timeout_o,output,1,clk_sys,rst_sys_n,status,snapshot_timeout,matrix_top_csr.u_matrix_top_csr.snapshot_timeout_i,internal,1V8,connect_direct,Snapshot timeout,TOP/rtl/spadmic_matrix_snapshot_frontend.sv
202,05 - Glue RTL Detail,glue_block,snapshot_frontend,u_snapshot,spadmic_matrix_snapshot_frontend,glue_rtl,overlap_o,output,1,clk_sys,rst_sys_n,status,snapshot_overlap,matrix_top_csr.u_matrix_top_csr.snapshot_overlap_i,internal,1V8,connect_direct,Snapshot overlap,TOP/rtl/spadmic_matrix_snapshot_frontend.sv
203,05 - Glue RTL Detail,glue_block,snapshot_frontend,u_snapshot,spadmic_matrix_snapshot_frontend,glue_rtl,reject_o,output,1,clk_sys,rst_sys_n,status,snapshot_reject,matrix_top_csr.u_matrix_top_csr.snapshot_reject_i,internal,1V8,connect_direct,Snapshot reject,TOP/rtl/spadmic_matrix_snapshot_frontend.sv
204,05 - Glue RTL Detail,glue_block,snapshot_frontend,u_snapshot,spadmic_matrix_snapshot_frontend,glue_rtl,rearm_ready_o,output,1,clk_sys,rst_sys_n,status,snapshot_rearm_ready,event_coordinator.u_event_coordinator.rearm_ready_i,internal,1V8,connect_direct,Also feeds CSR and readiness,TOP/rtl/spadmic_matrix_snapshot_frontend.sv
205,04 - Genus Handoff Blocks,handoff_block,matrix_reset_ctrl,u_matrix_reset,spadmic_matrix_reset_ctrl,handoff,clk_sys,input,1,clk_sys,rst_sys_n,clock,clk_sys,matrix_reset_ctrl.u_matrix_reset.clk_sys,clock_wrapper,1V8,connect_direct,Matrix reset controller clock,TOP/rtl/spadmic_matrix_reset_ctrl.sv
206,04 - Genus Handoff Blocks,handoff_block,matrix_reset_ctrl,u_matrix_reset,spadmic_matrix_reset_ctrl,handoff,rst_n,input,1,clk_sys,rst_sys_n,reset,rst_sys_n,matrix_reset_ctrl.u_matrix_reset.rst_n,internal,1V8,connect_direct,Global system reset,TOP/rtl/spadmic_matrix_reset_ctrl.sv
207,04 - Genus Handoff Blocks,handoff_block,matrix_reset_ctrl,u_matrix_reset,spadmic_matrix_reset_ctrl,handoff,enable_i,input,1,clk_sys,rst_sys_n,csr_control,auto_reset_enable,matrix_reset_ctrl.u_matrix_reset.enable_i,internal,1V8,connect_direct,CSR auto reset enable,TOP/rtl/spadmic_matrix_reset_ctrl.sv
208,04 - Genus Handoff Blocks,handoff_block,matrix_reset_ctrl,u_matrix_reset,spadmic_matrix_reset_ctrl,handoff,start_i,input,1,clk_sys,rst_sys_n,subblock_to_subblock,reset_start,matrix_reset_ctrl.u_matrix_reset.start_i,internal,1V8,connect_direct,From event coordinator,TOP/rtl/spadmic_matrix_reset_ctrl.sv
209,04 - Genus Handoff Blocks,handoff_block,matrix_reset_ctrl,u_matrix_reset,spadmic_matrix_reset_ctrl,handoff,reset_width_i,input,16,clk_sys,rst_sys_n,csr_control,reset_width,matrix_reset_ctrl.u_matrix_reset.reset_width_i,internal,1V8,connect_direct,CSR reset pulse width,TOP/rtl/spadmic_matrix_reset_ctrl.sv
210,04 - Genus Handoff Blocks,handoff_block,matrix_reset_ctrl,u_matrix_reset,spadmic_matrix_reset_ctrl,handoff,snapshot_R_i,input,64,clk_sys,rst_sys_n,subblock_to_subblock,snapshot_R,matrix_reset_ctrl.u_matrix_reset.snapshot_R_i,internal,1V8,connect_direct,Snapshot R mask for selective reset,TOP/rtl/spadmic_matrix_reset_ctrl.sv
211,04 - Genus Handoff Blocks,handoff_block,matrix_reset_ctrl,u_matrix_reset,spadmic_matrix_reset_ctrl,handoff,snapshot_Y_i,input,64,clk_sys,rst_sys_n,subblock_to_subblock,snapshot_Y,matrix_reset_ctrl.u_matrix_reset.snapshot_Y_i,internal,1V8,connect_direct,Snapshot Y mask for selective reset,TOP/rtl/spadmic_matrix_reset_ctrl.sv
212,04 - Genus Handoff Blocks,handoff_block,matrix_reset_ctrl,u_matrix_reset,spadmic_matrix_reset_ctrl,handoff,snapshot_B_i,input,64,clk_sys,rst_sys_n,subblock_to_subblock,snapshot_B,matrix_reset_ctrl.u_matrix_reset.snapshot_B_i,internal,1V8,connect_direct,Snapshot B mask for selective reset,TOP/rtl/spadmic_matrix_reset_ctrl.sv
213,04 - Genus Handoff Blocks,handoff_block,matrix_reset_ctrl,u_matrix_reset,spadmic_matrix_reset_ctrl,handoff,Rz_o,output,64,clk_sys,rst_sys_n,core_to_macro,Rz_o,matrice3.u_matrice3.Rz,matrice3,MIXED_SIGNAL,route_to_macro,Selective reset output to matrix,TOP/rtl/spadmic_matrix_reset_ctrl.sv
214,04 - Genus Handoff Blocks,handoff_block,matrix_reset_ctrl,u_matrix_reset,spadmic_matrix_reset_ctrl,handoff,Yz_o,output,64,clk_sys,rst_sys_n,core_to_macro,Yz_o,matrice3.u_matrice3.Yz,matrice3,MIXED_SIGNAL,route_to_macro,Selective reset output to matrix,TOP/rtl/spadmic_matrix_reset_ctrl.sv
215,04 - Genus Handoff Blocks,handoff_block,matrix_reset_ctrl,u_matrix_reset,spadmic_matrix_reset_ctrl,handoff,Bz_o,output,64,clk_sys,rst_sys_n,core_to_macro,Bz_o,matrice3.u_matrice3.Bz,matrice3,MIXED_SIGNAL,route_to_macro,Selective reset output to matrix,TOP/rtl/spadmic_matrix_reset_ctrl.sv
216,04 - Genus Handoff Blocks,handoff_block,matrix_reset_ctrl,u_matrix_reset,spadmic_matrix_reset_ctrl,handoff,busy_o,output,1,clk_sys,rst_sys_n,status,reset_busy,matrix_top_csr.u_matrix_top_csr.reset_busy_i,internal,1V8,connect_direct,Also feeds readiness and safe idle,TOP/rtl/spadmic_matrix_reset_ctrl.sv
217,04 - Genus Handoff Blocks,handoff_block,matrix_reset_ctrl,u_matrix_reset,spadmic_matrix_reset_ctrl,handoff,done_o,output,1,clk_sys,rst_sys_n,status,reset_done,event_coordinator.u_event_coordinator.reset_done_i,internal,1V8,connect_direct,Also clears snapshot and feeds CSR,TOP/rtl/spadmic_matrix_reset_ctrl.sv
218,04 - Genus Handoff Blocks,handoff_block,matrix_reset_ctrl,u_matrix_reset,spadmic_matrix_reset_ctrl,handoff,disabled_o,output,1,clk_sys,rst_sys_n,status,reset_disabled,matrix_top_csr.u_matrix_top_csr.reset_disabled_i,internal,1V8,connect_direct,Auto reset disabled status,TOP/rtl/spadmic_matrix_reset_ctrl.sv
219,04 - Genus Handoff Blocks,handoff_block,event_coordinator,u_event_coordinator,spadmic_event_coordinator,handoff,clk_sys,input,1,clk_sys,rst_sys_n,clock,clk_sys,event_coordinator.u_event_coordinator.clk_sys,clock_wrapper,1V8,connect_direct,Event FSM clock,TOP/rtl/spadmic_event_coordinator.sv
220,04 - Genus Handoff Blocks,handoff_block,event_coordinator,u_event_coordinator,spadmic_event_coordinator,handoff,rst_n,input,1,clk_sys,rst_sys_n,reset,rst_sys_n,event_coordinator.u_event_coordinator.rst_n,internal,1V8,connect_direct,Event FSM reset,TOP/rtl/spadmic_event_coordinator.sv
221,04 - Genus Handoff Blocks,handoff_block,event_coordinator,u_event_coordinator,spadmic_event_coordinator,handoff,active_mode_i,input,spadmic_operating_mode_e,clk_sys,rst_sys_n,csr_control,active_mode,event_coordinator.u_event_coordinator.active_mode_i,internal,1V8,connect_direct,CSR active operating mode,TOP/rtl/spadmic_event_coordinator.sv
222,04 - Genus Handoff Blocks,handoff_block,event_coordinator,u_event_coordinator,spadmic_event_coordinator,handoff,global_enable_i,input,1,clk_sys,rst_sys_n,csr_control,global_enable,event_coordinator.u_event_coordinator.global_enable_i,internal,1V8,connect_direct,CSR global enable,TOP/rtl/spadmic_event_coordinator.sv
223,04 - Genus Handoff Blocks,handoff_block,event_coordinator,u_event_coordinator,spadmic_event_coordinator,handoff,active_axis_mask_i,input,3,clk_sys,rst_sys_n,csr_control,active_axis_mask,event_coordinator.u_event_coordinator.active_axis_mask_i,internal,1V8,connect_direct,R Y B map to bits 0 1 2,TOP/rtl/spadmic_event_coordinator.sv
